Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
105,CHST1,"['Golgi membrane', 'keratan sulfate biosynthetic process', 'keratan sulfotransferase activity', 'galactose metabolic process', 'inflammatory response', 'polysaccharide metabolic process', 'integral component of membrane', 'N-acetylglucosamine metabolic process', 'N-acetylglucosamine 6-O-sulfotransferase activity', 'trans-Golgi network']",1,0,0,2,0
106,ACTR1A,"['protein binding', 'cytosol', 'centrosome', 'regulation of G2/M transition of mitotic cell cycle', 'manchette', 'extracellular exosome', 'COPI-coated vesicle', 'cell cortex region', 'ATP binding', 'antigen processing and presentation of exogenous peptide antigen via MHC class II', 'ciliary basal body-plasma membrane docking', 'dynactin complex', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'centriole', 'spermatogenesis']",0,1,0,3,1
107,ZBTB18,"['protein binding', 'metal ion binding', 'sequence-specific DNA binding', 'transcription coactivator activity', 'positive regulation of transcription by RNA polymerase II', 'nuclear chromosome', 'skeletal muscle tissue development', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'cellular response to DNA damage stimulus', 'negative regulation of transcription by RNA polymerase II']",1,0,0,1,1
108,RYR2,"['response to muscle activity', 'detection of calcium ion', 'embryonic heart tube morphogenesis', 'Z disc', 'canonical Wnt signaling pathway', 'cellular response to caffeine', 'cellular response to epinephrine stimulus', 'identical protein binding', 'smooth endoplasmic reticulum', 'junctional sarcoplasmic reticulum membrane', 'BMP signaling pathway', 'calcium-mediated signaling using intracellular calcium source', 'cytoplasmic vesicle membrane', 'establishment of protein localization to endoplasmic reticulum', 'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'calcium ion binding', 'left ventricular cardiac muscle tissue morphogenesis', 'protein kinase A catalytic subunit binding', 'type B pancreatic cell apoptotic process', 'calmodulin binding', 'protein self-association', 'calcium-induced calcium release activity', 'response to redox state', 'ion channel binding', 'cardiac muscle hypertrophy', 'protein kinase A regulatory subunit binding', 'ryanodine-sensitive calcium-release channel activity', 'response to muscle stretch', 'regulation of ventricular cardiac muscle cell action potential', 'positive regulation of ATPase-coupled calcium transmembrane transporter activity', 'positive regulation of heart rate', 'calcium channel complex', 'Purkinje myocyte to ventricular cardiac muscle cell signaling', 'positive regulation of the force of heart contraction', 'regulation of SA node cell action potential', 'response to hypoxia', 'suramin binding', 'positive regulation of sequestering of calcium ion', 'cell communication by electrical coupling involved in cardiac conduction', 'regulation of atrial cardiac muscle cell action potential', 'sarcolemma', 'regulation of AV node cell action potential']",3,2,1,2,1
109,RIPPLY2,"['protein binding', 'post-anal tail morphogenesis', 'ossification', 'somite rostral/caudal axis specification', 'Notch signaling pathway', 'nucleus', 'determination of left/right symmetry', 'negative regulation of transcription by RNA polymerase II', 'bone morphogenesis']",1,0,0,1,1
110,TOMM34,"['cytosol', 'protein targeting to mitochondrion', 'nucleoplasm', 'integral component of membrane', 'mitochondrial outer membrane', 'heat shock protein binding']",0,0,0,2,0
111,MSH2,"['oxidized purine DNA binding', 'maintenance of DNA repeat elements', 'mismatch repair', 'intra-S DNA damage checkpoint', 'ADP binding', 'protein kinase binding', 'dinucleotide repeat insertion binding', 'protein localization to chromatin', 'MutSbeta complex', 'nuclear chromosome, telomeric region', 'negative regulation of DNA recombination', 'protein C-terminus binding', 'in utero embryonic development', 'response to UV-B', 'single guanine insertion binding', 'single thymine insertion binding', 'ATP binding', 'germ cell development', 'centromeric DNA binding', 'magnesium ion binding', 'B cell differentiation', 'positive regulation of isotype switching to IgG isotypes', 'protein homodimerization activity', 'cell cycle arrest', 'chromatin binding', 'determination of adult lifespan', 'intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'MutLalpha complex binding', 'male gonad development', 'response to X-ray', 'somatic hypermutation of immunoglobulin genes', 'single-stranded DNA binding', 'double-strand break repair', 'DNA-dependent ATPase activity', 'guanine/thymine mispair binding', 'oxidative phosphorylation', 'nucleoplasm', 'positive regulation of isotype switching to IgA isotypes', 'four-way junction DNA binding', 'postreplication repair', 'membrane', 'negative regulation of neuron apoptotic process', 'positive regulation of helicase activity', 'MutSalpha complex']",3,1,1,2,1
112,MYCBP2,"['protein homodimerization activity', 'ubiquitin protein ligase activity', 'zinc ion binding', 'regulation of protein localization', 'Ran GTPase binding', 'circadian regulation of gene expression', 'regulation of axon guidance', 'central nervous system projection neuron axonogenesis', 'branchiomotor neuron axon guidance', 'cytoplasm', 'guanyl-nucleotide exchange factor activity', 'membrane', 'axon', 'nucleus', 'neuromuscular process', 'microtubule cytoskeleton', 'regulation of cytoskeleton organization', 'negative regulation of protein catabolic process', 'positive regulation of protein ubiquitination']",0,1,3,3,1
113,EEF1G,"['cytosol', 'response to virus', 'extracellular exosome', 'endoplasmic reticulum', 'membrane', 'cadherin binding', 'nucleus', 'translational elongation', 'translation elongation factor activity']",1,0,0,1,0
114,KCNG3,"['protein binding', 'voltage-gated potassium channel complex', 'potassium ion transmembrane transport', 'regulation of ion transmembrane transport', 'delayed rectifier potassium channel activity', 'endoplasmic reticulum', 'protein homooligomerization']",0,1,0,1,0
115,RHBDL1,"['serine-type endopeptidase activity', 'integral component of plasma membrane', 'proteolysis', 'signal transduction']",2,0,0,0,0
116,OTUB1,"['cytosol', 'nucleoplasm', 'ubiquitin binding', 'thiol-dependent ubiquitin-specific protease activity', 'adaptive immune response', 'extracellular exosome', 'negative regulation of double-strand break repair', 'NEDD8-specific protease activity', 'protein K48-linked deubiquitination', 'negative regulation of histone H2A K63-linked ubiquitination', 'ubiquitin protein ligase binding', 'cellular response to interleukin-1']",1,0,0,1,0
117,A2M,"['tumor necrosis factor binding', 'interleukin-8 binding', 'cytosol', 'negative regulation of endopeptidase activity', 'platelet alpha granule lumen', 'stem cell differentiation', 'collagen-containing extracellular matrix', 'serine-type endopeptidase inhibitor activity', 'extracellular exosome', 'blood microparticle', 'blood coagulation, intrinsic pathway', 'interleukin-1 binding', 'regulation of small GTPase mediated signal transduction', 'signaling receptor binding', 'negative regulation of complement activation, lectin pathway', 'calcium-dependent protein binding', 'platelet degranulation', 'extracellular matrix disassembly', 'protease binding']",3,0,1,1,0
118,MCM7,"['protein binding', 'regulation of phosphorylation', 'cytosol', 'MCM complex', 'nuclear chromosome, telomeric region', 'nucleoplasm', 'cellular response to xenobiotic stimulus', 'cellular response to epidermal growth factor stimulus', 'chromatin', 'ATP-dependent DNA helicase activity', 'membrane', 'ATP binding', 'cellular response to DNA damage stimulus', 'DNA unwinding involved in DNA replication', 'DNA replication initiation', 'response to drug', 'G1/S transition of mitotic cell cycle', 'single-stranded DNA binding', 'cell population proliferation']",2,0,0,2,0
119,PHB2,"['cellular response to retinoic acid', 'mammary gland branching involved in thelarche', 'cell periphery', 'regulation of branching involved in mammary gland duct morphogenesis', 'protein import into nucleus', 'negative regulation of DNA-binding transcription factor activity', 'positive regulation of ERK1 and ERK2 cascade', 'protein C-terminus binding', 'sister chromatid cohesion', 'axon', 'negative regulation of transcription, DNA-templated', 'positive regulation of cell cycle G1/S phase transition', 'mitochondrial calcium ion transmembrane transport', 'negative regulation of apoptotic process', 'cell surface', 'positive regulation of DNA-binding transcription factor activity', 'estrogen receptor binding', 'protein-containing complex', 'amide binding', 'GABA-ergic synapse', 'protein stabilization', 'glutamatergic synapse', 'response to wounding', 'postsynaptic density', 'protein N-terminus binding', 'positive regulation of exit from mitosis', 'negative regulation of mammary gland epithelial cell proliferation', 'mitochondrial inner membrane', 'presynaptic active zone', 'mitochondrial outer membrane', 'nuclear matrix', 'mitochondrion organization', 'cellular response to hypoxia', 'mammary gland alveolus development', 'negative regulation of intracellular estrogen receptor signaling pathway']",3,1,1,3,2
120,MYO1C,"['cytosol', 'nuclear body', 'positive regulation of gene expression, epigenetic', 'microvillus', 'positive regulation of cellular response to insulin stimulus', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'cytoplasmic vesicle membrane', 'brush border', 'protein C-terminus binding', 'vesicle transport along actin filament', 'positive regulation of actin filament polymerization', 'positive regulation of protein targeting to membrane', 'ATP binding', 'stereocilium membrane', 'cellular response to interferon-gamma', 'membrane raft', 'ruffle membrane', 'regulation of bicellular tight junction assembly', 'basal plasma membrane', 'phagocytic vesicle', 'nuclear pore', 'extracellular exosome', 'calmodulin binding', 'unconventional myosin complex', 'lateral plasma membrane', 'filamentous actin', 'positive regulation of vascular endothelial growth factor signaling pathway', 'positive regulation of cell migration by vascular endothelial growth factor signaling pathway', 'nucleolus', 'actin filament binding', 'Ral GTPase binding', 'signaling receptor binding', 'microfilament motor activity', 'mRNA transport', 'actin-dependent ATPase activity']",2,1,2,1,0
121,GALNT13,"['metal ion binding', 'Golgi membrane', 'O-glycan processing', 'integral component of membrane', 'carbohydrate binding', 'protein O-linked glycosylation via threonine', 'polypeptide N-acetylgalactosaminyltransferase activity', 'protein O-linked glycosylation via serine']",0,0,0,2,0
122,APBA2,"['protein binding', 'locomotory behavior', 'protein transport', 'multicellular organism growth', 'dendritic spine', 'in utero embryonic development', 'nervous system development', 'regulation of synaptic vesicle exocytosis', 'plasma membrane', 'regulation of gene expression', 'synaptic vesicle', 'amyloid-beta binding', 'Schaffer collateral - CA1 synapse']",0,1,1,1,1
123,CD44,"['cytosol', 'positive regulation of heterotypic cell-cell adhesion', 'lamellipodium membrane', 'apical plasma membrane', 'microvillus', 'positive regulation of ERK1 and ERK2 cascade', 'positive regulation of monocyte aggregation', 'negative regulation of DNA damage response, signal transduction by p53 class mediator', 'wound healing, spreading of cells', 'Golgi apparatus', 'collagen binding', 'positive regulation of peptidyl-serine phosphorylation', 'interferon-gamma-mediated signaling pathway', 'hyaluronan catabolic process', 'cell surface', 'integral component of plasma membrane', 'secretory granule membrane', 'basolateral plasma membrane', 'hyaluronic acid binding', 'protein binding', 'macrophage migration inhibitory factor receptor complex', 'cellular response to fibroblast growth factor stimulus', 'extracellular exosome', 'neutrophil degranulation', 'positive regulation of peptidyl-tyrosine phosphorylation', 'negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator', 'focal adhesion', 'cartilage development', 'inflammatory response', 'cytokine receptor activity', 'T cell activation', 'negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'leukocyte migration', 'cell-matrix adhesion', 'regulation of lamellipodium morphogenesis', 'extracellular matrix disassembly']",4,0,2,3,2
124,PHYHIPL,['cytoplasm'],0,0,0,0,0
125,KIF1B,"['vesicle-mediated transport', 'microtubule binding', 'microtubule', 'response to rotenone', 'scaffold protein binding', 'axon cytoplasm', 'neuromuscular synaptic transmission', 'cytoplasmic vesicle membrane', 'anterograde neuronal dense core vesicle transport', 'kinesin complex', 'ATP binding', 'mitochondrion', 'neuron-neuron synaptic transmission', 'kinesin binding', 'positive regulation of gene expression', 'protein localization to cell periphery', 'lysosome localization', 'dendrite', 'retrograde neuronal dense core vesicle transport', 'cellular response to nerve growth factor stimulus', 'mitochondrion transport along microtubule', 'ATP-dependent microtubule motor activity, plus-end-directed', 'apoptotic process', 'kinase binding']",1,2,1,3,0
126,ALDH5A1,"['respiratory electron transport chain', 'protein homodimerization activity', 'glycerophospholipid metabolic process', 'glucose metabolic process', 'succinate metabolic process', 'galactosylceramide metabolic process', 'glutamine metabolic process', 'glucosylceramide metabolic process', 'glutamate metabolic process', 'glutathione metabolic process', 'central nervous system development', 'short-chain fatty acid metabolic process', 'gamma-aminobutyric acid catabolic process', 'protein homotetramerization', 'acetate metabolic process', 'post-embryonic development', 'succinate-semialdehyde dehydrogenase (NAD+) activity', 'succinate-semialdehyde dehydrogenase [NAD(P)+] activity', 'mitochondrial matrix']",0,1,0,4,1
127,RPSA,"['nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)', 'nucleoplasm', 'ribosomal small subunit assembly', 'laminin binding', ""endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"", 'extracellular exosome', 'virus receptor activity', 'ribosome binding', 'plasma membrane', 'SRP-dependent cotranslational protein targeting to membrane', 'cell adhesion', 'cytosolic small ribosomal subunit', 'structural constituent of ribosome', 'viral entry into host cell', 'RNA binding', 'translational initiation', 'laminin receptor activity', 'viral transcription', 'rRNA export from nucleus']",0,1,2,3,0
128,NEUROG3,"['protein dimerization activity', 'peripheral nervous system development', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'transcription coactivator activity', 'epithelial cell differentiation', 'forebrain development', 'endocrine pancreas development', 'chromatin DNA binding', 'spinal cord development', 'hindbrain development', 'positive regulation of neuron differentiation', 'negative regulation of transcription by RNA polymerase II', 'positive regulation of transcription by RNA polymerase II', 'regulation of dendrite morphogenesis', 'cytoplasm', 'nucleus', 'transdifferentiation', 'positive regulation of DNA-binding transcription factor activity', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'DNA-binding transcription activator activity, RNA polymerase II-specific']",0,0,0,1,2
129,CACNA1C,"['embryonic forelimb morphogenesis', 'regulation of insulin secretion', 'Z disc', 'regulation of heart rate by cardiac conduction', 'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'perikaryon', 'camera-type eye development', 'postsynaptic membrane', 'high voltage-gated calcium channel activity', 'membrane depolarization during AV node cell action potential', 'integral component of plasma membrane', 'calcium ion transmembrane transport via high voltage-gated calcium channel', 'membrane depolarization during atrial cardiac muscle cell action potential', 'heart development', 'metal ion binding', 'calcium ion import', 'dendrite', 'calmodulin binding', 'voltage-gated calcium channel activity involved in AV node cell action potential', 'alpha-actinin binding', 'postsynaptic density', 'regulation of ventricular cardiac muscle cell action potential', 'calcium-mediated signaling using extracellular calcium source', 'L-type voltage-gated calcium channel complex', 'cell communication by electrical coupling involved in cardiac conduction', 'cell junction', 'positive regulation of adenylate cyclase activity', 'immune system development']",2,1,1,1,2
130,CATSPERD,"['protein binding', 'response to progesterone', 'CatSper complex', 'flagellated sperm motility', 'sperm principal piece', 'sperm capacitation', 'multicellular organism development', 'sperm-egg recognition']",1,0,1,1,1
131,BRWD1,"['cytosol', 'nucleoplasm', 'nucleolus', 'cytoskeleton organization', 'regulation of cell shape', 'regulation of transcription by RNA polymerase II', 'molecular_function', 'interleukin-7-mediated signaling pathway', 'chromatin organization']",1,0,2,0,0
132,PKM,"['cytosol', 'secretory granule lumen', 'skeletal muscle tissue regeneration', 'animal organ regeneration', 'kinase activity', 'identical protein binding', 'response to muscle inactivity', 'potassium ion binding', 'ADP binding', 'canonical glycolysis', 'positive regulation of sprouting angiogenesis', 'collagen-containing extracellular matrix', 'ATP binding', 'mitochondrion', 'cadherin binding', 'magnesium ion binding', 'pyruvate kinase complex', 'response to gravity', 'cellular response to insulin stimulus', 'extracellular exosome', 'neutrophil degranulation', 'MHC class II protein complex binding', 'programmed cell death', 'response to nutrient', 'pyruvate kinase activity', 'protein homotetramerization', 'RNA binding', 'ficolin-1-rich granule lumen', 'cilium', 'response to hypoxia', 'liver development', 'nucleus', 'thyroid hormone binding']",1,0,1,2,3
133,MAST1,"['protein binding', 'intracellular signal transduction', 'cytoskeleton organization', 'cytoplasm', 'plasma membrane', 'ATP binding', 'magnesium ion binding', 'cytoskeleton', 'protein serine/threonine kinase activity', 'peptidyl-serine phosphorylation']",3,0,2,1,0
134,ATL1,"['axonogenesis', 'Golgi membrane', 'GTPase activity', 'Golgi cis cisterna', 'endoplasmic reticulum tubular network membrane', 'integral component of membrane', 'endoplasmic reticulum tubular network membrane organization', 'endoplasmic reticulum membrane', 'axon', 'identical protein binding', 'protein homooligomerization', 'GTP binding', 'endoplasmic reticulum tubular network']",0,0,1,1,1
135,AKAP6,"['cAMP-mediated signaling', 'protein membrane anchor', 'positive regulation of ryanodine-sensitive calcium-release channel activity', 'perinuclear region of cytoplasm', 'nuclear membrane', 'junctional sarcoplasmic reticulum membrane', 'adenylate cyclase binding', 'regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum', 'positive regulation of delayed rectifier potassium channel activity', 'positive regulation of calcineurin-NFAT signaling cascade', 'caveola', 'cellular response to cytokine stimulus', 'T-tubule', 'action potential', 'regulation of membrane repolarization', 'regulation of protein kinase A signaling', 'ion channel binding', 'intercalated disc', 'protein kinase A regulatory subunit binding', 'cellular response to cAMP', 'calcium channel complex', 'positive regulation of cell growth involved in cardiac muscle cell development', 'protein targeting']",3,0,1,1,1
136,NDRG3,"['signal transduction', 'negative regulation of cell growth', 'extracellular exosome', 'cell differentiation', 'cytoplasm', 'molecular_function', 'spermatogenesis']",2,0,0,0,1
137,NDUFA4,"['protein binding', 'mitochondrial respiratory chain complex IV', 'proton transmembrane transport', 'mitochondrial respiratory chain complex I', 'protein-containing complex binding', 'mitochondrial electron transport, NADH to ubiquinone', 'mitochondrial electron transport, cytochrome c to oxygen', 'cytochrome-c oxidase activity', 'NADH dehydrogenase (ubiquinone) activity']",0,1,0,2,0
138,TRIM26,"['protein binding', 'cytosol', 'zinc ion binding', 'DNA binding', 'negative regulation of viral release from host cell', 'nucleus', 'transferase activity', 'interferon-gamma-mediated signaling pathway', 'negative regulation of viral entry into host cell', 'positive regulation of DNA-binding transcription factor activity']",1,0,0,1,0
139,SLC4A10,"['sodium ion transport', 'pyramidal neuron development', 'inorganic anion exchanger activity', 'anion:anion antiporter activity', 'post-embryonic development', 'chloride transport', 'basal dendrite', 'apical dendrite', 'integral component of plasma membrane', 'basolateral plasma membrane', 'bicarbonate transport', 'CA3 pyramidal cell dendrite', 'sodium:bicarbonate symporter activity', 'anion transmembrane transport', 'multicellular organism growth', 'regulation of intracellular pH', 'proton transmembrane transport', 'brain morphogenesis', 'neuronal cell body', 'locomotory exploration behavior', 'response to light stimulus']",1,1,1,0,2
140,KAT6B,"['metal ion binding', 'DNA binding', 'positive regulation of transcription by RNA polymerase II', 'cellular response to leukemia inhibitory factor', 'transcription factor binding', 'H4 histone acetyltransferase activity', 'negative regulation of transcription, DNA-templated', 'nuclear chromatin', 'histone H4 acetylation', 'nucleosome assembly', 'nucleosome', 'histone H3 acetylation', 'MOZ/MORF histone acetyltransferase complex', 'histone binding']",1,0,1,1,0
141,KIF3C,"['cytosol', 'ATPase activity', 'microtubule binding', 'microtubule motor activity', 'ciliary tip', 'intraciliary transport involved in cilium assembly', 'microtubule', 'ATP binding', 'antigen processing and presentation of exogenous peptide antigen via MHC class II', 'retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum', 'organelle transport along microtubule', 'kinesin complex']",0,1,3,2,0
142,DHX9,"['DNA-templated transcription, termination', 'cytosol', 'single-stranded RNA binding', 'positive regulation of transcription by RNA polymerase II', 'nuclear body', 'positive regulation of inflammatory response', 'pyroptosis', 'protein localization to cytoplasmic stress granule', ""ATP-dependent 3'-5' DNA/RNA helicase activity"", 'cytoplasmic ribonucleoprotein granule', 'regulation of mRNA processing', 'RNA polymerase II transcription factor binding', 'positive regulation of NF-kappaB transcription factor activity', 'positive regulation of tumor necrosis factor secretion', 'RNA polymerase II complex binding', 'positive regulation of RNA export from nucleus', ""ATP-dependent 3'-5' RNA helicase activity"", 'double-stranded RNA binding', 'RNA stem-loop binding', 'triplex DNA binding', ""single-stranded DNA-dependent ATP-dependent 3'-5' DNA helicase activity"", 'perichromatin fibrils', 'polysomal ribosome', 'sequence-specific mRNA binding', 'promoter-specific chromatin binding', 'positive regulation of cytoplasmic translation', 'ATP binding', 'positive regulation of fibroblast proliferation', 'positive regulation of interleukin-6 secretion', 'positive regulation of interleukin-18 production', 'CRD-mediated mRNA stability complex', 'polysome binding', 'positive regulation of interferon-alpha secretion', 'metal ion binding', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'DNA-templated viral transcription', 'positive regulation of DNA replication', 'targeting of mRNA for destruction involved in RNA interference', 'RISC-loading complex', 'regulation of defense response to virus by host', 'osteoblast differentiation', 'G-quadruplex DNA unwinding', 'positive regulation of response to cytokine stimulus', 'positive regulation of DNA repair', 'siRNA binding', 'importin-alpha family protein binding', 'actin cytoskeleton', 'small RNA loading onto RISC', 'cellular response to exogenous dsRNA', 'positive regulation of viral translation', 'positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity', 'CRD-mediated mRNA stabilization', 'RNA secondary structure unwinding', 'positive regulation of innate immune response', 'positive regulation of gene silencing by miRNA', 'regulatory region RNA binding', 'micro-ribonucleoprotein complex', 'single-stranded DNA binding', 'rhythmic process', 'positive regulation of viral transcription', 'nuclear stress granule', 'transcription coactivator activity', 'centrosome', 'nucleolus', 'chromatin DNA binding', 'cellular response to tumor necrosis factor', 'alternative mRNA splicing, via spliceosome', 'membrane', 'DNA replication origin binding', 'DNA duplex unwinding', 'positive regulation of interferon-beta secretion', 'nucleoside-triphosphate diphosphatase activity', 'positive regulation of polysome binding', 'RISC complex binding', 'mRNA transport']",1,3,1,2,0
143,SRPK2,"['cytosol', 'regulation of mRNA splicing, via spliceosome', 'cell differentiation', 'angiogenesis', 'positive regulation of cell population proliferation', 'spliceosomal complex assembly', 'ATP binding', 'magnesium ion binding', 'positive regulation of gene expression', 'nuclear speck organization', '14-3-3 protein binding', 'intracellular signal transduction', 'protein phosphorylation', 'positive regulation of viral genome replication', 'positive regulation of neuron apoptotic process', 'RNA binding', 'negative regulation of viral genome replication', 'innate immune response', 'positive regulation of cell cycle', 'nucleoplasm', 'nucleolus', 'protein serine/threonine kinase activity']",4,0,2,2,1
144,CSE1L,"['nuclear export signal receptor activity', 'cytosol', 'nucleoplasm', 'protein export from nucleus', 'nuclear envelope', 'Ran GTPase binding', 'extracellular exosome', 'membrane', 'obsolete protein transporter activity', 'apoptotic process', 'cell population proliferation', 'protein import into nucleus']",1,2,0,2,0
145,CSMD3,"['integral component of membrane', 'regulation of dendrite development', 'plasma membrane']",0,0,0,0,1
146,FBXL17,"['protein binding', 'cytosol', 'ubiquitin protein ligase activity', 'protein polyubiquitination', 'nervous system development', 'SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'nucleus', 'SCF ubiquitin ligase complex', 'neural crest cell differentiation', 'protein quality control for misfolded or incompletely synthesized proteins', 'regulation of smoothened signaling pathway']",1,0,0,3,1
147,BTF3,"['protein binding', 'protein transport', 'cytosol', 'transcription by RNA polymerase II', 'in utero embryonic development', 'nucleus', 'RNA binding']",0,1,0,1,1
148,RAB8A,"['midbody', 'cytosol', 'non-motile cilium', 'regulation of long-term neuronal synaptic plasticity', 'GTPase activity', 'GDP binding', 'Rab protein signal transduction', 'vesicle-mediated transport in synapse', 'trans-Golgi network transport vesicle', 'synaptic vesicle', 'regulation of exocytosis', 'protein kinase binding', 'GTP binding', 'ciliary basal body', 'protein secretion', 'phagocytic vesicle membrane', 'cilium assembly', 'regulation of autophagy', 'post-translational protein modification', 'vesicle docking involved in exocytosis', 'recycling endosome membrane', 'myosin V binding', 'axonogenesis', 'cellular response to insulin stimulus', 'dendritic spine', 'extracellular exosome', 'Rab GTPase binding', 'regulation of protein transport', 'trans-Golgi network membrane', 'glutamatergic synapse', 'postsynaptic density', 'centrosome', 'plasma membrane', 'ciliary base', 'neuronal cell body', 'Golgi vesicle fusion to target membrane', 'centriole', 'neurotransmitter receptor transport, endosome to postsynaptic membrane']",4,1,1,1,1
149,ALDOA,"['cytosol', 'platelet alpha granule lumen', 'fructose-bisphosphate aldolase activity', 'identical protein binding', 'binding of sperm to zona pellucida', 'platelet degranulation', 'tertiary granule lumen', 'canonical glycolysis', 'M band', 'fructose binding', 'cadherin binding', 'fructose metabolic process', 'actin binding', 'tubulin binding', 'gluconeogenesis', 'I band', 'neutrophil degranulation', 'extracellular exosome', 'actin cytoskeleton', 'actin filament organization', 'muscle cell cellular homeostasis', 'protein homotetramerization', 'ATP biosynthetic process', 'fructose 1,6-bisphosphate metabolic process', 'RNA binding', 'ficolin-1-rich granule lumen', 'sperm head', 'regulation of cell shape', 'striated muscle contraction', 'membrane', 'nucleus']",0,0,2,3,1
150,CDH16,"['homophilic cell adhesion via plasma membrane adhesion molecules', 'extracellular exosome', 'calcium ion binding', 'integral component of plasma membrane', 'basolateral plasma membrane', 'calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules']",1,0,1,1,0
151,SYT13,"['regulation of calcium ion-dependent exocytosis', 'cellular response to calcium ion', 'syntaxin binding', 'clathrin binding', 'calcium-dependent phospholipid binding', 'calcium ion binding', 'phosphatidylserine binding', 'integral component of plasma membrane', 'intracellular membrane-bounded organelle', 'regulation of dopamine secretion', 'exocytic vesicle']",2,0,1,1,0
152,MAGEE1,"['protein binding', 'postsynaptic membrane', 'dendrite', 'biological_process', 'perinuclear region of cytoplasm', 'nucleus']",0,0,0,2,0
153,HSD11B1L,"['oxidoreductase activity', 'extracellular region', 'oxidation-reduction process', 'nucleoplasm']",0,0,0,1,0
154,RPL31,"['protein binding', 'nuclear-transcribed mRNA catabolic process, nonsense-mediated decay', 'cytoplasmic translation', 'translational initiation', 'extracellular exosome', 'polysomal ribosome', 'membrane', 'cytosolic large ribosomal subunit', 'SRP-dependent cotranslational protein targeting to membrane', 'structural constituent of ribosome', 'RNA binding', 'focal adhesion', 'viral transcription']",0,0,1,3,0
155,USP11,"['protein binding', 'cytosol', 'cysteine-type endopeptidase activity', 'ubiquitin-dependent protein catabolic process', 'nucleoplasm', 'protein deubiquitination', 'thiol-dependent ubiquitin-specific protease activity', 'chromosome']",0,0,0,3,0
156,FKBP3,"['protein binding', 'peptidyl-prolyl cis-trans isomerase activity', 'protein peptidyl-prolyl isomerization', 'nucleus', 'FK506 binding', 'RNA binding', 'signaling receptor activity']",1,0,0,1,0
157,XRCC5,"['positive regulation of type I interferon production', 'cytosol', 'double-stranded telomeric DNA binding', 'positive regulation of protein kinase activity', 'hematopoietic stem cell differentiation', 'nonhomologous end joining complex', 'secretory granule lumen', 'regulation of smooth muscle cell proliferation', 'nuclear telomere cap complex', 'site of DNA damage', 'double-strand break repair via nonhomologous end joining', 'positive regulation of telomerase activity', 'protein C-terminus binding', 'activation of innate immune response', 'cellular response to X-ray', 'negative regulation of transcription, DNA-templated', 'ATP binding', 'brain development', 'cellular response to gamma radiation', 'ubiquitin protein ligase binding', 'negative regulation of t-circle formation', 'Ku70:Ku80 complex', 'extracellular region', 'enzyme activator activity', 'cellular hyperosmotic salinity response', 'neutrophil degranulation', 'ATP-dependent DNA helicase activity', 'response to drug', 'DNA end binding', 'DNA recombination', 'RNA binding', 'protein localization to chromosome, telomeric region', 'nucleoplasm', 'nucleolus', 'cellular response to leukemia inhibitory factor', ""5'-deoxyribose-5-phosphate lyase activity"", 'damaged DNA binding', 'positive regulation of telomere maintenance via telomerase', 'plasma membrane', 'transcription regulatory region DNA binding', 'DNA duplex unwinding', 'establishment of integrated proviral latency', 'ribonucleoprotein complex', 'positive regulation of neurogenesis', 'cellular response to fatty acid', 'protein-containing complex binding']",1,1,0,1,3
